epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1113.51,0.34833,0.31335,0.86028,0.9373,0.99969,0.95033,0.93042,0.24017,1.34776,0.79849,0.0098713,0.0098713,0.0098713
28,1154.52,0.34525,0.3108,0.85733,0.93556,0.99551,0.95523,0.94162,0.23153,1.32546,0.79289,0.00986635,0.00986635,0.00986635
29,1195.69,0.34936,0.31264,0.86024,0.93755,1,0.96615,0.94486,0.23813,1.41509,0.79668,0.0098614,0.0098614,0.0098614
30,1236.95,0.34312,0.2998,0.86102,0.9376,1,0.94545,0.92378,0.24565,1.41384,0.79984,0.00985645,0.00985645,0.00985645
31,1278.19,0.34749,0.31258,0.86069,0.93515,1,0.97662,0.96023,0.23218,1.28136,0.79215,0.0098515,0.0098515,0.0098515
32,1319.36,0.33727,0.30065,0.85549,0.93759,1,0.96763,0.943,0.24648,1.38264,0.79997,0.00984655,0.00984655,0.00984655
33,1360.74,0.3397,0.29907,0.85493,0.93766,1,0.94618,0.92674,0.24278,1.38429,0.79819,0.0098416,0.0098416,0.0098416
34,1401.89,0.33551,0.29544,0.85578,0.93768,1,0.98208,0.95931,0.23601,1.32067,0.79531,0.00983665,0.00983665,0.00983665
35,1443.09,0.33478,0.29016,0.85639,0.93807,1,0.95807,0.94444,0.22505,1.37989,0.79376,0.0098317,0.0098317,0.0098317
36,1484.26,0.33581,0.29822,0.85496,0.93814,1,0.97495,0.96146,0.22724,1.4302,0.79557,0.00982675,0.00982675,0.00982675
37,1525.37,0.33413,0.2917,0.85949,0.93691,1,0.96771,0.94729,0.24403,1.43651,0.80465,0.0098218,0.0098218,0.0098218
38,1566.37,0.32734,0.28826,0.85293,0.93614,0.9991,0.93782,0.92309,0.23811,1.34113,0.79753,0.00981685,0.00981685,0.00981685
39,1607.53,0.33134,0.28559,0.85435,0.93449,0.99958,0.95065,0.93592,0.22853,1.40034,0.79632,0.0098119,0.0098119,0.0098119
40,1648.76,0.32352,0.28185,0.85472,0.93731,1,0.94803,0.93683,0.22252,1.40889,0.79388,0.00980695,0.00980695,0.00980695
41,1689.78,0.3248,0.28027,0.85394,0.9376,1,0.97292,0.96046,0.22675,1.47029,0.7936,0.009802,0.009802,0.009802
42,1730.92,0.3313,0.27728,0.85789,0.93765,1,0.98599,0.97285,0.22137,1.37342,0.79146,0.00979705,0.00979705,0.00979705
43,1771.86,0.32399,0.27579,0.85128,0.9349,0.99683,0.95184,0.9382,0.22586,1.35977,0.79335,0.0097921,0.0097921,0.0097921
44,1812.91,0.32484,0.26835,0.85292,0.93784,1,0.95306,0.94053,0.2334,1.35194,0.79432,0.00978715,0.00978715,0.00978715
45,1854.02,0.32387,0.27676,0.85316,0.9373,1,0.96886,0.95831,0.225,1.42309,0.79119,0.0097822,0.0097822,0.0097822
46,1895.3,0.32305,0.27317,0.85452,0.94259,0.99954,0.98406,0.96566,0.23034,1.3249,0.79325,0.00977725,0.00977725,0.00977725
47,1936.3,0.31725,0.27672,0.84937,0.93775,1,0.9741,0.96152,0.22132,1.34964,0.78984,0.0097723,0.0097723,0.0097723
48,1977.44,0.31792,0.27468,0.85313,0.93728,1,0.9623,0.94948,0.22728,1.37504,0.79343,0.00976735,0.00976735,0.00976735
49,2018.39,0.31847,0.26429,0.85363,0.93717,1,0.98719,0.9761,0.21745,1.40043,0.79209,0.0097624,0.0097624,0.0097624
50,2059.87,0.31901,0.27188,0.85127,0.93773,1,0.96615,0.95452,0.21945,1.3674,0.78927,0.00975745,0.00975745,0.00975745
51,2101.14,0.31805,0.26901,0.8552,0.9376,1,0.94904,0.9354,0.22575,1.39203,0.79386,0.0097525,0.0097525,0.0097525
52,2142.28,0.31072,0.26444,0.8471,0.9376,1,0.99486,0.97904,0.22386,1.49708,0.79303,0.00974755,0.00974755,0.00974755
53,2183.4,0.3214,0.27103,0.85464,0.93767,1,0.9806,0.96936,0.22293,1.4066,0.79097,0.0097426,0.0097426,0.0097426
54,2224.73,0.31672,0.26242,0.85312,0.93747,1,0.94572,0.93413,0.21971,1.3618,0.79103,0.00973765,0.00973765,0.00973765
55,2265.99,0.31177,0.25439,0.85065,0.9392,1,0.99207,0.98216,0.21753,1.36569,0.78829,0.0097327,0.0097327,0.0097327
56,2307.16,0.31299,0.25654,0.85085,0.9378,1,0.95994,0.94925,0.21471,1.41125,0.78931,0.00972775,0.00972775,0.00972775
57,2348.55,0.3077,0.25638,0.8474,0.94021,1,0.94976,0.93808,0.21289,1.36764,0.79344,0.0097228,0.0097228,0.0097228
58,2389.7,0.30763,0.25367,0.84522,0.93745,1,0.98057,0.97581,0.20667,1.44199,0.78615,0.00971785,0.00971785,0.00971785
59,2430.89,0.3117,0.25559,0.84781,0.93764,1,0.9579,0.94959,0.21213,1.4539,0.78668,0.0097129,0.0097129,0.0097129
60,2472.02,0.31102,0.25422,0.85069,0.93732,1,0.95508,0.94338,0.22383,1.4012,0.78729,0.00970795,0.00970795,0.00970795
61,2512.97,0.30635,0.25164,0.84517,0.94008,0.99817,0.9918,0.98341,0.21402,1.38882,0.78529,0.009703,0.009703,0.009703
62,2554.11,0.30606,0.25512,0.84942,0.9383,1,0.97779,0.96695,0.22384,1.38306,0.79268,0.00969805,0.00969805,0.00969805
63,2595.33,0.30789,0.2531,0.84934,0.9376,1,0.95189,0.94327,0.21145,1.39773,0.79039,0.0096931,0.0096931,0.0096931
64,2636.49,0.3083,0.25002,0.85178,0.938,1,0.98963,0.97751,0.22024,1.3717,0.79027,0.00968815,0.00968815,0.00968815
65,2677.63,0.30841,0.24576,0.84657,0.93764,1,0.98971,0.97943,0.21563,1.50823,0.78979,0.0096832,0.0096832,0.0096832
66,2718.76,0.30823,0.25188,0.84786,0.93787,1,0.98611,0.97616,0.21025,1.33018,0.78901,0.00967825,0.00967825,0.00967825
67,2759.94,0.30882,0.24808,0.84803,0.93737,1,0.96397,0.95375,0.21233,1.48433,0.78856,0.0096733,0.0096733,0.0096733
68,2801.12,0.30347,0.24535,0.8446,0.93838,1,0.96683,0.95485,0.21384,1.36153,0.7851,0.00966835,0.00966835,0.00966835
69,2842.6,0.3043,0.24258,0.84538,0.93776,1,0.95112,0.93908,0.21323,1.40795,0.78748,0.0096634,0.0096634,0.0096634
70,2883.72,0.30346,0.24301,0.84709,0.93755,1,0.98625,0.97874,0.20909,1.40548,0.78574,0.00965845,0.00965845,0.00965845
71,2924.83,0.29936,0.23995,0.84577,0.93804,1,0.98856,0.98119,0.2088,1.41455,0.78286,0.0096535,0.0096535,0.0096535
72,2966.11,0.30351,0.24322,0.85019,0.93731,1,0.95606,0.94573,0.21396,1.40346,0.78608,0.00964855,0.00964855,0.00964855
73,3007.27,0.29847,0.24014,0.84586,0.93758,1,0.9853,0.97684,0.202,1.43391,0.78221,0.0096436,0.0096436,0.0096436
74,3048.54,0.29904,0.24269,0.84309,0.93748,1,0.94334,0.93346,0.20988,1.40516,0.78611,0.00963865,0.00963865,0.00963865
75,3089.81,0.30162,0.23709,0.84813,0.93791,1,0.99287,0.98565,0.20925,1.45921,0.78317,0.0096337,0.0096337,0.0096337
76,3131.12,0.29829,0.24089,0.84355,0.93763,1,0.96951,0.96219,0.21352,1.39232,0.78387,0.00962875,0.00962875,0.00962875
77,3172.4,0.29983,0.23773,0.84056,0.93779,1,0.99163,0.98403,0.20806,1.3715,0.78429,0.0096238,0.0096238,0.0096238
78,3213.76,0.29911,0.24345,0.84375,0.93781,1,0.97715,0.96829,0.21439,1.37487,0.78609,0.00961885,0.00961885,0.00961885
79,3255.1,0.30015,0.24007,0.84414,0.93792,1,0.99019,0.98271,0.20165,1.3956,0.78285,0.0096139,0.0096139,0.0096139
80,3296.36,0.29794,0.23745,0.84229,0.93778,1,0.97628,0.96869,0.21611,1.40309,0.78693,0.00960895,0.00960895,0.00960895
81,3338.24,0.30009,0.23854,0.84792,0.93766,1,0.94977,0.94306,0.20215,1.44767,0.78594,0.009604,0.009604,0.009604
82,3379.42,0.29485,0.23604,0.84177,0.93766,1,0.96914,0.9596,0.20368,1.40316,0.7826,0.00959905,0.00959905,0.00959905
83,3420.56,0.2973,0.23264,0.84393,0.93773,1,0.95704,0.95225,0.19548,1.40298,0.77972,0.0095941,0.0095941,0.0095941
84,3461.74,0.30253,0.23306,0.84577,0.93787,1,0.9877,0.98079,0.20329,1.39492,0.78294,0.00958915,0.00958915,0.00958915
85,3503.07,0.2964,0.23178,0.84471,0.93799,1,0.94957,0.94202,0.20143,1.43934,0.78764,0.0095842,0.0095842,0.0095842
86,3544.4,0.29768,0.22873,0.84211,0.9375,1,0.97412,0.96554,0.20505,1.41055,0.78313,0.00957925,0.00957925,0.00957925
87,3585.81,0.29915,0.23715,0.84489,0.93777,1,0.99112,0.98332,0.20654,1.37382,0.78241,0.0095743,0.0095743,0.0095743
88,3626.92,0.2929,0.22975,0.84109,0.93836,1,0.97427,0.96502,0.21058,1.37566,0.78442,0.00956935,0.00956935,0.00956935
89,3668.82,0.29713,0.23039,0.84205,0.93763,1,0.95518,0.94805,0.20567,1.37767,0.78216,0.0095644,0.0095644,0.0095644
90,3710.46,0.29107,0.22982,0.83953,0.93799,1,0.98288,0.97722,0.20246,1.42612,0.78175,0.00955945,0.00955945,0.00955945
91,3752.02,0.29254,0.22854,0.84244,0.93761,1,0.96645,0.95859,0.19935,1.41743,0.78127,0.0095545,0.0095545,0.0095545
92,3793.22,0.29331,0.2318,0.84453,0.9378,1,0.9716,0.96538,0.20599,1.37831,0.78287,0.00954955,0.00954955,0.00954955
93,3834.2,0.29448,0.2364,0.84602,0.93778,1,0.97932,0.96957,0.20346,1.45036,0.78405,0.0095446,0.0095446,0.0095446
94,3875.56,0.29464,0.22984,0.84536,0.93756,1,0.9868,0.98066,0.2002,1.38815,0.79005,0.00953965,0.00953965,0.00953965
95,3916.66,0.29354,0.23267,0.84585,0.93769,1,0.96893,0.96254,0.19607,1.4022,0.78755,0.0095347,0.0095347,0.0095347
96,3957.61,0.29761,0.23141,0.84362,0.9379,1,0.9762,0.96865,0.20037,1.43825,0.78823,0.00952975,0.00952975,0.00952975
97,3998.67,0.29592,0.2326,0.84732,0.93733,1,0.96419,0.9576,0.19959,1.3696,0.78506,0.0095248,0.0095248,0.0095248
98,4039.75,0.29482,0.22754,0.84201,0.9375,1,0.99369,0.98532,0.20549,1.3974,0.78618,0.00951985,0.00951985,0.00951985
99,4080.76,0.29048,0.2253,0.83724,0.93788,1,0.96564,0.95816,0.20141,1.41062,0.78685,0.0095149,0.0095149,0.0095149
100,4121.79,0.29208,0.22345,0.84299,0.93747,1,0.98811,0.98321,0.19765,1.38034,0.78154,0.00950995,0.00950995,0.00950995
101,4163.1,0.29391,0.22877,0.84361,0.93728,1,0.96795,0.961,0.20361,1.38392,0.78628,0.009505,0.009505,0.009505
102,4204.09,0.28891,0.22328,0.84179,0.93802,1,0.99145,0.98597,0.19988,1.47324,0.78355,0.00950005,0.00950005,0.00950005
103,4245.25,0.28977,0.23244,0.84112,0.93777,1,0.96086,0.955,0.20048,1.43961,0.78632,0.0094951,0.0094951,0.0094951
104,4286.2,0.28749,0.22425,0.83748,0.93785,1,0.9528,0.94759,0.19888,1.4234,0.78357,0.00949015,0.00949015,0.00949015
105,4327.1,0.2877,0.219,0.84004,0.93769,1,0.9867,0.98137,0.19486,1.38764,0.7795,0.0094852,0.0094852,0.0094852
106,4368.14,0.28742,0.21921,0.84159,0.93792,1,0.99313,0.98633,0.1948,1.37444,0.78051,0.00948025,0.00948025,0.00948025
107,4409.73,0.28649,0.21868,0.842,0.93758,1,0.99164,0.98674,0.19215,1.41355,0.78273,0.0094753,0.0094753,0.0094753
108,4450.91,0.29103,0.22897,0.844,0.93779,1,0.96862,0.96235,0.20277,1.40118,0.78262,0.00947035,0.00947035,0.00947035
109,4491.96,0.28924,0.22498,0.84022,0.93808,1,0.96339,0.95817,0.19563,1.41996,0.7853,0.0094654,0.0094654,0.0094654
110,4533.12,0.2898,0.22009,0.84287,0.93759,1,0.96004,0.9543,0.19981,1.41382,0.78476,0.00946045,0.00946045,0.00946045
111,4574.26,0.28458,0.21901,0.83633,0.93773,1,0.95258,0.94764,0.19345,1.42357,0.78249,0.0094555,0.0094555,0.0094555
112,4615.37,0.28617,0.21878,0.8382,0.93749,1,0.97455,0.9686,0.19518,1.4356,0.78484,0.00945055,0.00945055,0.00945055
113,4656.52,0.288,0.22096,0.84107,0.93758,1,0.98968,0.98347,0.19803,1.42891,0.78676,0.0094456,0.0094456,0.0094456
114,4697.81,0.2876,0.22275,0.84415,0.93731,1,0.97894,0.97212,0.19826,1.39728,0.78829,0.00944065,0.00944065,0.00944065
115,4738.95,0.28421,0.22211,0.8417,0.93746,1,0.98772,0.98236,0.1944,1.41443,0.78782,0.0094357,0.0094357,0.0094357
116,4780.19,0.28269,0.2197,0.83915,0.93777,1,0.95965,0.95412,0.19352,1.45605,0.78514,0.00943075,0.00943075,0.00943075
117,4821.42,0.2871,0.22028,0.83693,0.93755,1,0.98332,0.97774,0.19577,1.4714,0.78444,0.0094258,0.0094258,0.0094258
118,4863.14,0.28814,0.22169,0.84348,0.93789,1,0.95056,0.94579,0.1932,1.42419,0.77974,0.00942085,0.00942085,0.00942085
119,4904.56,0.28409,0.21874,0.84178,0.93796,1,0.98378,0.97804,0.19609,1.42372,0.78635,0.0094159,0.0094159,0.0094159
120,4945.5,0.28976,0.22219,0.84177,0.93748,1,0.99484,0.99022,0.19259,1.42631,0.78606,0.00941095,0.00941095,0.00941095
121,4986.61,0.28787,0.22059,0.84128,0.93803,1,0.98696,0.98307,0.19404,1.44569,0.78841,0.009406,0.009406,0.009406
122,5027.61,0.28626,0.22358,0.8388,0.93794,1,0.98395,0.97836,0.19538,1.45763,0.78034,0.00940105,0.00940105,0.00940105
123,5068.53,0.28213,0.22011,0.84202,0.93742,1,0.9659,0.95974,0.19624,1.45991,0.78036,0.0093961,0.0093961,0.0093961
124,5109.93,0.28434,0.22486,0.83991,0.93811,1,0.97379,0.96947,0.18898,1.45148,0.7864,0.00939115,0.00939115,0.00939115
125,5151.84,0.28163,0.22052,0.84082,0.93784,1,0.98142,0.97568,0.19338,1.40577,0.78429,0.0093862,0.0093862,0.0093862
126,5193.51,0.28355,0.22158,0.84123,0.93748,1,0.95827,0.95348,0.1923,1.38236,0.77982,0.00938125,0.00938125,0.00938125
127,5235.46,0.28391,0.22209,0.83805,0.93781,1,0.95033,0.9432,0.19263,1.40525,0.77918,0.0093763,0.0093763,0.0093763
128,5277.57,0.28307,0.22112,0.83915,0.93734,1,0.95702,0.95241,0.193,1.42085,0.78156,0.00937135,0.00937135,0.00937135
129,5318.8,0.28688,0.22278,0.84046,0.93777,1,0.99092,0.98583,0.19537,1.42245,0.78227,0.0093664,0.0093664,0.0093664
130,5359.93,0.28181,0.21561,0.838,0.93745,1,0.95757,0.95349,0.19085,1.40351,0.77817,0.00936145,0.00936145,0.00936145
131,5400.83,0.28003,0.21493,0.83515,0.93743,1,0.98142,0.97698,0.18878,1.41952,0.77811,0.0093565,0.0093565,0.0093565
132,5441.86,0.2793,0.21749,0.83604,0.93743,1,0.96216,0.95898,0.1938,1.41864,0.77934,0.00935155,0.00935155,0.00935155
133,5482.95,0.27979,0.21738,0.83892,0.93751,1,0.97921,0.97472,0.19122,1.4171,0.77955,0.0093466,0.0093466,0.0093466
134,5523.92,0.27978,0.21487,0.83593,0.9378,1,0.97989,0.9766,0.19135,1.41816,0.77878,0.00934165,0.00934165,0.00934165
135,5565.02,0.28096,0.21583,0.83626,0.93786,1,0.97302,0.96903,0.19147,1.38337,0.77844,0.0093367,0.0093367,0.0093367
136,5605.99,0.27794,0.2136,0.83647,0.93782,1,0.97617,0.97197,0.19363,1.38703,0.77934,0.00933175,0.00933175,0.00933175
137,5646.95,0.28106,0.21849,0.83852,0.93787,1,0.9669,0.96144,0.19278,1.44574,0.7836,0.0093268,0.0093268,0.0093268
138,5688.14,0.2752,0.21252,0.83587,0.93774,1,0.97128,0.96857,0.18928,1.41964,0.77788,0.00932185,0.00932185,0.00932185
139,5729.11,0.28033,0.21342,0.83907,0.9381,1,0.97114,0.96755,0.19213,1.43442,0.782,0.0093169,0.0093169,0.0093169
140,5770.13,0.28215,0.21927,0.839,0.93786,1,0.9772,0.97349,0.18944,1.42362,0.77724,0.00931195,0.00931195,0.00931195
141,5811.13,0.27433,0.21245,0.83415,0.93788,1,0.97423,0.96915,0.1921,1.42377,0.77826,0.009307,0.009307,0.009307
142,5852.81,0.28336,0.21389,0.84019,0.93787,1,0.97215,0.96683,0.19296,1.40879,0.77788,0.00930205,0.00930205,0.00930205
143,5893.97,0.28002,0.21441,0.8347,0.93815,1,0.9785,0.97374,0.18712,1.42175,0.7777,0.0092971,0.0092971,0.0092971
144,5935.23,0.27463,0.2127,0.83616,0.93753,1,0.9691,0.96527,0.18743,1.44477,0.78237,0.00929215,0.00929215,0.00929215
145,5976.8,0.27468,0.21147,0.83126,0.93788,1,0.97996,0.97615,0.18977,1.43108,0.78071,0.0092872,0.0092872,0.0092872
146,6017.98,0.27754,0.21639,0.83401,0.93752,1,0.97223,0.96827,0.18822,1.44395,0.7773,0.00928225,0.00928225,0.00928225
147,6059.19,0.27972,0.21516,0.84039,0.93788,1,0.95207,0.94794,0.18924,1.45014,0.77822,0.0092773,0.0092773,0.0092773
148,6100.7,0.27916,0.21615,0.83699,0.93811,1,0.95499,0.95244,0.18918,1.44186,0.78006,0.00927235,0.00927235,0.00927235
149,6142.12,0.27549,0.2123,0.83185,0.93791,1,0.96003,0.95743,0.18634,1.44434,0.7797,0.0092674,0.0092674,0.0092674
150,6184.08,0.2758,0.21227,0.83632,0.93788,1,0.95909,0.95471,0.18465,1.42647,0.77875,0.00926245,0.00926245,0.00926245
151,6225.22,0.27287,0.21236,0.83517,0.93792,1,0.97176,0.96648,0.19141,1.42876,0.77737,0.0092575,0.0092575,0.0092575
